sampled_at,year,month,day,country,size,toughness,toughness_sd,young's_modulus,young's_modulus_sd,tensile_strength,tensile_strength_sd,strain_at_break,strain_at_break_sd,one_percent_weightloss,five_percent_weightloss,ten_percent_weightloss,crystallinity,birefringence,birefringence_sd,diameter,diameter_sd,water_content,supercontraction,supercontraction_sd,,,,toughness,toughness_sd,young's_modulus,young's_modulus_sd,tensile_strength,tensile_strength_sd,strain_at_break,strain_at_break_sd,one_percent_weightloss,one_percent_weightloss_sd,five_percent_weightloss,five_percent_weightloss_sd,ten_percent_weightloss,ten_percent_weightloss_sd,crystallinity,crystallinity_sd,birefringence,birefringence_sd,diameter,diameter_sd,water_content_sd,water_content,supercontraction_sd,supercontraction
42586,2016,8,4,Japan,4,0.097,0.062,3.57,1.73,0.85,0.25,43.2,5.3,,,,,60.7,8.2,0.75,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42956,2017,8,9,Japan,,0.071,0.065,14.2,3.4,0.82,0.16,14.3,10.6,,,,,47.3,7.9,0.48,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42586,2016,8,4,Japan,4,0.068,0.03,5.98,0.53,0.83,0.11,16.4,5.2,,,,,58.1,9,0.7,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42231,2015,8,15,Japan,19,0.062,0.018,8.31,1.1,0.87,0.06,15.2,4.8,252,289,306,19,37.5,7.7,4.94,0.49,8.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42587,2016,8,5,Japan,8,0.062,0.045,25.3,9.76,1.64,0.74,6.6,2.9,,,,19,33.6,9.9,0.68,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42587,2016,8,5,Japan,4,0.059,0.018,8.93,1.99,0.68,0.13,14.4,3.3,,,,,39.3,7,0.57,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42587,2016,8,5,Japan,3,0.053,0.015,4.07,0.76,0.58,0.09,17,2.1,,,,19,44,7.1,1.09,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42242,2015,8,26,Japan,15,0.05,0.018,9.6,2.56,0.63,0.12,12.1,2.7,226,288,303,20,41.8,5.2,2.3,0.21,5.8,47.8,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
42243,2015,8,27,Japan,19,0.046,0.008,5.83,0.65,0.49,0.02,18.1,2.4,248,292,308,20,23.4,4.4,6.29,0.5,9.2,47.9,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
42587,2016,8,5,Japan,4,0.037,0.006,14.2,2.06,0.98,0.22,7,2,,,,,57.6,18.1,0.43,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42244,2015,8,28,Japan,21,0.023,0.011,6.99,1.2,0.5,0.17,8.1,1.4,243,285,304,21,48.4,15.1,2.07,0.43,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42587,2016,8,5,Japan,12,,,,,,,,,,,,,25.9,7.3,0.37,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42587,2016,8,5,Japan,10,,,,,,,,,,,,,28.3,7.8,0.72,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42954,2017,8,7,Japan,5,,,,,,,,,,,,,36.6,7,0.39,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42970,2017,8,23,Japan,,,,,,,,,,,,,,,,,,,32.4,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
42641,2016,9,28,Japan,8,0.239,0.099,9.01,3.46,1.05,0.29,34.3,10.1,224,277,298,16,39.5,9.1,0.68,0.04,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42260,2015,9,13,Japan,11,0.203,0.032,9.4,2.73,1.34,0.17,29.2,2.1,205,261,289,28,41.3,5.6,1.18,0.04,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42274,2015,9,27,Japan,4,0.195,0.064,9.71,3.2,1.45,0.3,27.4,5.3,,,,19,53.7,9.8,0.86,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42990,2017,9,12,Japan,,0.185,0.031,10.3,1.74,1.52,0.11,23.6,4.9,266,298,319,,51.3,6,0.46,0.02,12.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42274,2015,9,27,Japan,6,0.161,0.062,9.45,0.52,1.1,0.02,22.3,10.2,,,,22,49.5,14.6,0.7,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42620,2016,9,7,Japan,5,0.159,0.021,6.59,0.96,1.21,0.09,24.5,2.4,,,,18,39.3,5.3,1.52,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42642,2016,9,29,Japan,11,0.154,0.044,4.85,1.52,1.2,0.11,27.3,3.6,216,285,300,12,42.1,8,1.79,0.04,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42990,2017,9,12,Japan,7,0.153,0.073,5.35,0.98,1.33,0.47,27.1,5.8,,,,,41.6,4.6,0.62,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42274,2015,9,27,Japan,5,0.144,0.029,8.9,0.95,1.21,0.09,24.3,4.3,189,223,252,19,38.1,4.7,1.45,0.06,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42990,2017,9,12,Japan,7,0.143,0.062,17.3,4.1,2.42,0.59,12.3,2.8,212,276,297,25,50.4,10.6,0.54,0.04,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42274,2015,9,27,Japan,6,0.139,0.007,12.9,1.3,1.25,0.23,20.2,3.9,,,,20,46.6,11.8,0.54,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42990,2017,9,12,Japan,,0.134,0.052,14.6,2.53,1.14,0.09,21.4,8.7,227,283,300,17,54,4.1,0.46,0.02,11.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42260,2015,9,13,Japan,13,0.133,0.036,9.01,1.38,1.14,0.16,20.2,2.4,224,279,301,16,29.6,4.5,2.18,0.15,2.2,26.2,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
42274,2015,9,27,Japan,4,0.131,0.03,6.97,0.46,1.36,0.09,19.8,4,265,283,294,35,43.5,8.6,1.06,0.05,7,30.6,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
42261,2015,9,14,Japan,19,0.129,0.033,7.93,1.33,1.32,0.13,21.5,3.2,212,269,296,26,35.1,5,2.59,0.26,8.4,43.9,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
42262,2015,9,15,Japan,7,0.121,0.042,10.3,2.9,0.73,0.12,25.9,4.8,204,253,283,23,54.6,6,1.23,0.08,8.9,24,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
42621,2016,9,8,Japan,5,0.115,0.009,3.34,0.74,1.3,0.09,21.7,3.5,,,,18,67.6,7.4,0.69,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42274,2015,9,27,Japan,7,0.106,0.024,8.29,1.4,0.93,0.06,20.3,1.9,237,285,303,21,43.8,5.6,2.34,0.07,2.8,17.1,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
42991,2017,9,13,Japan,6,0.101,0.059,8.76,1.38,1.46,0.37,14.2,4.8,,,,,59.8,6,0.38,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42260,2015,9,13,Japan,8,0.101,0.033,10.5,0.7,1.18,0.17,22.3,3.3,207,264,292,27,32.9,4,2.72,0.12,5,28.5,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
42275,2015,9,28,Japan,9,0.097,0.051,6.42,1.1,0.75,0.25,20.9,4.4,224,274,291,27,38.7,6.9,1.64,0.18,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42274,2015,9,27,Japan,13,0.09,0.033,14.1,2.8,0.81,0.16,17.8,4.2,,,,33,55.6,9.6,0.83,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42641,2016,9,28,Japan,,0.081,0.028,4.54,1.49,0.8,0.15,19.2,5.8,,,,,32,2.8,0.62,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42990,2017,9,12,Japan,4,0.077,0.035,8.62,2.31,1.51,0.43,12.3,2.3,,,,,62.3,7.3,0.38,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42261,2015,9,14,Japan,9,0.072,0.001,7.05,1.08,1.15,0.14,15,2.1,,,,,42.4,13.3,1.33,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42274,2015,9,27,Japan,7,0.072,0.027,5.02,2,0.58,0.11,22.4,3.2,214,268,291,18,29.3,1.8,2.76,0.09,8.9,26.8,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
42260,2015,9,13,Japan,9,0.067,0.02,7.58,1.9,0.66,0.16,17.3,5.1,,,,22,35.6,3.5,1.16,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42261,2015,9,14,Japan,12,0.066,0.016,5.76,1.4,0.59,0.17,20.7,6.1,205,271,298,28,31.2,5.4,1.9,0.11,7.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42261,2015,9,14,Japan,5,0.064,0.017,10.2,1.5,0.88,0.14,13.4,1,,,,17,57.4,18.7,0.89,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42262,2015,9,15,Japan,19,0.062,0.018,9.26,3.5,0.63,0.1,13.9,1.9,221,275,296,20,28.5,3.4,2.86,0.14,6.4,19.6,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
42260,2015,9,13,Japan,11,0.061,0.017,10.1,2.3,1.03,0.44,12.2,2.1,194,252,285,,35.3,14.2,1.3,0.2,7.2,29.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42260,2015,9,13,Japan,24,0.06,0.031,10.1,1.7,0.93,0.19,11.9,3.3,231,284,304,22,53.2,6.2,4.19,0.08,8.7,52.7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
42619,2016,9,6,Japan,11,0.037,0.016,2.85,1.19,0.44,0.1,17.4,3.2,198,247,286,19,68.7,10.3,0.74,0.04,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42620,2016,9,7,Japan,10,0.035,0.016,2.83,2.15,0.33,0.03,25,13.7,,,,23,41.3,5.3,1.08,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42641,2016,9,28,Japan,10,0.03,0.014,1.68,0.2,0.33,0.06,16.7,4.6,,,,,42.5,4.1,1.18,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42616,2016,9,3,Japan,,,,,,,,,,,,,,,,,,,1.6,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
42637,2016,9,24,Japan,,,,,,,,,,,,,,,,,,,11.2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
42640,2016,9,27,Japan,,,,,,,,,,,,,,,,,,,15.5,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
42624,2016,9,11,Japan,,,,,,,,,,,,,,,,,,,0.4,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
42638,2016,9,25,Japan,,,,,,,,,,,,,,,,,,,10.3,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
42641,2016,9,28,Japan,,,,,,,,,,,,,,,,,,,42.9,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
42635,2016,9,22,Japan,,,,,,,,,,,,,,,,,,,2.2,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
41921,2014,10,9,Japan,,0.425,0.222,17.5,8.4,2.62,0.36,31,15.5,213,279,300,17,84,39.4,1.39,0.3,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42297,2015,10,20,Japan,6,0.292,0.02,19.1,5.6,2.4,0.05,20.9,1.1,247,292,314,27,58.8,6.4,3.6,0.13,7.8,41.9,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
41921,2014,10,9,Japan,,0.231,0.108,10.2,6.7,1.35,0.56,28.7,4.6,,,,,34.7,13.4,1.02,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41917,2014,10,5,Japan,,0.207,0.088,10.6,1.3,1.5,0.53,25.5,3.2,,,,,69,13.2,0.87,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42298,2015,10,21,Japan,19,0.198,0.043,16.6,5.3,1.18,0.27,25,4,259,291,307,15,28.4,3.9,2.07,0.16,3.6,10.6,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
41931,2014,10,19,Japan,,0.193,0.063,15.3,5.4,1.43,0.5,21.4,5.5,,,,,53.8,8.5,0.94,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42655,2016,10,12,Japan,5,0.187,0.018,9.75,0.52,1.05,0.13,26.8,0.5,223,283,303,19,47.8,2.7,2.75,0.1,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41931,2014,10,19,Japan,,0.182,0.058,8.37,2.8,1.16,0.34,28,5.5,232,309,354,,38.2,11.4,1.16,0.09,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43013,2017,10,5,Japan,,0.169,0.039,11.8,0.82,1.51,0.1,19.2,3.2,236,284,301,,50.7,2.6,3.03,0.07,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42654,2016,10,11,Japan,6,0.165,0.042,10.3,1.03,1.39,0.17,20.3,3.4,,,,,58.7,8.9,0.85,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42298,2015,10,21,Japan,7,0.163,0.034,16.4,3.46,1.09,0.2,22.4,5.6,224,276,296,22,25.4,2.1,1.03,0.04,7.2,46.8,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
41921,2014,10,9,Japan,,0.161,0.078,11.6,3.8,1.2,0.49,24.5,3.6,,,,,51.5,12.7,1.2,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41917,2014,10,5,Japan,,0.158,0.058,7.19,3.4,0.87,0.15,32,8.3,252,300,320,16,30.5,7.9,1.97,0.24,3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41931,2014,10,19,Japan,,0.158,0.074,8.9,3.5,1.38,0.33,21,5.5,,,,,61.3,15.2,0.61,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41917,2014,10,5,Japan,,0.157,0.052,7.54,2.7,1.04,0.28,27.2,4.9,204,256,288,,32.9,8.5,1.75,0.29,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41921,2014,10,9,Japan,,0.149,0.045,4.4,0.8,1.15,0.46,30.7,2.6,205,255,283,11,28.2,13.3,2.47,0.17,9.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41929,2014,10,17,Japan,,0.143,0.054,6.34,3.3,1.04,0.09,26.8,4.2,,,,22,53.3,14,0.74,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41929,2014,10,17,Japan,,0.139,0.037,8.23,1.5,1.13,0.11,19.8,3,,,,,47.3,5.5,1.19,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42298,2015,10,21,Japan,6,0.138,0.025,8.62,1.2,1.08,0.06,28,4.3,198,251,282,26,41.6,8.8,1.08,0.05,9.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41921,2014,10,9,Japan,,0.138,0.067,7.36,2.2,0.99,0.29,24.4,4.4,,,,,45.8,7.2,1.08,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41921,2014,10,9,Japan,,0.134,0.06,5.21,2.1,0.87,0.25,27.4,11.2,,,,,41.5,6.8,1.23,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41929,2014,10,17,Japan,,0.133,0.031,6.89,1.4,1.09,0.25,25,2.1,,,,,42.2,8,0.94,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41931,2014,10,19,Japan,,0.132,0.033,8.41,1.4,0.77,0.11,25.2,6,,,,,51.1,8.7,1.18,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41929,2014,10,17,Japan,,0.131,0.073,11.7,7.2,1.13,0.62,57.1,23.8,,,,,53.7,14,0.73,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41921,2014,10,9,Japan,,0.129,0.032,6.64,2.3,0.87,0.23,26.8,2.9,189,224,261,,33.6,5.5,1.74,0.09,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41921,2014,10,9,Japan,,0.121,0.036,4.2,0.7,0.99,0.47,53.2,3.7,227,286,306,23,38.1,11.3,2.54,0.25,7.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42291,2015,10,14,Japan,,0.12,0.031,7.57,1.5,0.75,0.06,27.2,7.2,209,267,293,19,36.1,6.5,1.84,0.17,7.8,47.4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
41929,2014,10,17,Japan,,0.114,0.051,8.82,1.2,0.89,0.14,21,5.4,,,,,47.4,7.6,0.88,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43021,2017,10,13,Japan,11,0.114,0.019,33.5,5.5,2.64,0.14,8.9,1.3,205,268,297,6,58.4,7.2,0.43,0.03,9.1,11.5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,
43019,2017,10,11,Japan,3,0.112,0.049,13.1,2.8,2.13,0.6,11.2,1.7,,,,,65.7,10.6,0.37,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42298,2015,10,21,Japan,7,0.106,0.025,13,0.6,0.79,0.15,20.3,4.8,204,252,286,31,55,7.6,1.07,0.05,8.3,21,10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
42654,2016,10,11,Japan,2,0.094,0.039,10.7,1.3,1.14,0.02,11.3,0.5,,,,,21.7,3.3,0.63,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42653,2016,10,10,Japan,3,0.09,0.007,4.64,2.43,1,0.04,20.2,1.9,,,,,33.5,4.2,0.59,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41921,2014,10,9,Japan,,0.086,0.013,5.48,1.2,0.65,0.14,22.5,5,216,278,301,31,41.7,13.1,1.91,0.21,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42654,2016,10,11,Japan,,0.084,0.025,6.41,1.35,1.04,0.15,17.9,3.8,220,281,303,20,35.8,3.5,2.44,0.13,2.6,33.3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
42298,2015,10,21,Japan,12,0.079,0.013,6.36,2,0.67,0.01,21.3,5.8,,,,,35.4,14.9,0.87,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42291,2015,10,14,Japan,7,0.076,0.073,6.68,1.2,0.76,0.25,16,3.7,197,263,298,18,36.8,5.8,1.19,0.06,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41931,2014,10,19,Japan,,0.076,0.032,6.03,0.85,0.64,0.1,20.3,7.1,,,,,33.6,13.5,1.16,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41931,2014,10,19,Japan,,0.076,0.034,5.14,1.3,0.54,0.1,20.2,5,,,,,42.8,8.2,1.67,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42291,2015,10,14,Japan,6,0.064,0.01,10,1.5,0.86,0.16,16.2,1.5,199,257,289,26,52.9,11.2,0.92,0.03,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42653,2016,10,10,Japan,4,0.062,0.03,9.06,5.06,0.84,0.19,13,5.3,213,273,299,,66.7,12.2,0.67,0.05,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42654,2016,10,11,Japan,4,0.051,0.013,2.98,0.04,0.49,0.05,22.2,2.6,282,300,314,,39.5,2.8,1.13,0.03,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42655,2016,10,12,Japan,15,0.04,0.017,5.63,1.45,0.6,0.06,11.9,3.4,,,,,48.4,9.2,1.28,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42654,2016,10,11,Japan,5,0.031,0.02,8.74,3.19,0.72,0.29,7.7,1.9,,,,,47.7,7.7,0.69,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42655,2016,10,12,Japan,6,0.029,0.012,7.85,1.29,0.72,0.17,6.7,1.9,,,,,58.2,11.6,0.67,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42655,2016,10,12,Japan,5,0.025,0.008,4.25,2.39,0.55,0.1,9.6,1.9,,,,,61.3,9,0.77,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41929,2014,10,17,Japan,,,,,,,,,,,,,,44.2,8.9,1.08,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41929,2014,10,17,Japan,,,,,,,,,,,,,,36,7.2,0.93,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41917,2014,10,5,Japan,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41931,2014,10,19,Japan,,,,,,,,,,,,,,89.3,24.2,0.45,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41921,2014,10,9,Japan,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41929,2014,10,17,Japan,,,,,,,,,,,,,,51.3,14.6,0.66,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41929,2014,10,17,Japan,,,,,,,,,,,,,,52.1,10.7,0.69,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41931,2014,10,19,Japan,,,,,,,,,,,,,,39.6,7.7,0.92,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42668,2016,10,25,Japan,,,,,,,,,,,,,,,,,,,47.3,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
42649,2016,10,6,Japan,,,,,,,,,,,,,,,,,,,53.2,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
41931,2014,10,19,Japan,,,,,,,,,,,,,,56.2,11.5,0.89,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42649,2016,10,6,Japan,,,,,,,,,,,,,,,,,,,21.8,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
41921,2014,10,9,Japan,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42649,2016,10,6,Japan,,,,,,,,,,,,,,,,,,,10.6,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
42649,2016,10,6,Japan,,,,,,,,,,,,,,,,,,,4.1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
42660,2016,10,17,Japan,,,,,,,,,,,,,,,,,,,8.6,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
41921,2014,10,9,Japan,,,,,,,,,,239,286,301,,,,,,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41931,2014,10,19,Japan,,,,,,,,,,,,,,37.6,11.9,0.82,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42665,2016,10,22,Japan,,,,,,,,,,,,,,,,,,,35.5,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
42647,2016,10,4,Japan,,,,,,,,,,,,,,,,,,,33.5,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,
42328,2015,11,20,Japan,18,0.179,0.035,11.7,1.9,1.48,0.28,22.7,0.9,246,288,306,20,38.3,9.1,4.55,0.07,7.3,48.4,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
42327,2015,11,19,Japan,7,0.174,0.06,16.4,3.5,1.87,0.19,18.7,6,,,,,66.8,9.1,0.33,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42327,2015,11,19,Japan,7,0.165,0.035,9.5,2.4,1.31,0.26,25.1,5.9,,,,19,31.6,10.3,1.63,0.27,,27.3,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
42681,2016,11,7,Japan,4,0.14,0.051,2.44,0.63,1.23,0.17,30.9,7.4,189,207,261,19,72.7,9.1,0.65,0.04,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42328,2015,11,20,Japan,8,0.127,0.038,6.85,2.3,1.03,0.24,25.3,2.4,250,295,316,30,31.1,6.5,2.7,0.39,1.9,37.3,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
42328,2015,11,20,Japan,12,0.114,0.04,13.7,1.5,1.35,0.15,16.5,4.5,,,,21,36.3,12.8,0.81,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42327,2015,11,19,Japan,4,0.095,0.022,8.1,3.7,0.81,0.1,20.8,3.4,,,,,47.9,7.9,0.89,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42328,2015,11,20,Japan,6,0.093,0.026,7.1,0.47,0.99,0.05,20.5,4,,,,18,41.4,2.3,1.61,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42681,2016,11,7,Japan,4,0.088,0.027,3.41,0.03,0.81,0.19,24.5,1.3,235,282,305,15,77.9,14.1,0.64,0.05,,31.8,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
42702,2016,11,28,Japan,5,0.085,0.01,4.42,1.17,0.76,0.06,18.5,4.9,,,,16,47.8,14.9,0.64,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42328,2015,11,20,Japan,5,0.07,0.019,11.1,3.8,0.78,0.09,13.1,5,187,213,243,17,47.8,15.5,0.73,0.07,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42681,2016,11,7,Japan,6,0.07,0.038,10.6,2.81,0.9,0.1,10.8,3.6,,,,,36.7,3.8,0.57,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42681,2016,11,7,Japan,7,0.058,0.013,5.01,1.2,0.91,0.21,13.2,2.8,196,276,299,16,61.9,12.4,0.68,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42702,2016,11,28,Japan,7,0.043,0.014,2.09,0.61,0.53,0.06,18.4,3.7,198,245,277,16,25.7,3.7,0.89,0.03,10.6,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
42681,2016,11,7,Japan,2,0.036,0.012,2.75,0.66,0.65,0.1,14.6,4,,,,,42.1,8,0.56,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42702,2016,11,28,Japan,7,0.028,0.009,2.11,0.81,0.46,0.06,14.7,3.2,193,261,293,15,68.8,8.3,0.7,0.04,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42702,2016,11,28,Japan,7,0.014,0.002,5.46,0.86,0.49,0.05,6.9,0.4,,,,20,61.5,10.1,0.77,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42702,2016,11,28,Japan,9,0.014,0.004,2.85,0.55,0.31,0.06,9.8,1.5,,,,22,39,8.5,1.45,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42328,2015,11,20,Japan,3,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42682,2016,11,8,Japan,5,,,,,,,,,,,,,34.6,2.1,2.53,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42702,2016,11,28,Japan,2,,,,,,,,,,,,,57.3,22.9,0.59,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42694,2016,11,20,Japan,,,,,,,,,,,,,,,,,,,6.6,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
41981,2014,12,8,Japan,,0.292,0.04,7,2.5,1.72,0.33,41.8,6.8,,,,26,39.6,10.4,2.75,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
